RMNYStat-ID,RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
RMNY1392,RMNY-C7028,RMNY-C,7028,,,,,n.p.,,,,,,,
RMNY1393,RMNY-C7029,RMNY-C,7029,egyedi,phot.,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY1393,RMNY-C7030,RMNY-C,7030,egyedi,eredeti,Budapest,Ref,1,,,,,,,
RMNY1393,RMNY-C7031,RMNY-C,7031,egyedi,eredeti,Cluj-Napoca,Univ,1,,,,,,,
RMNY1393,RMNY-C7032,RMNY-C,7032,egyedi,eredeti,Sárospatak,Ref,1,,,,,,,
RMNY1394,RMNY-C7033,RMNY-C,7033,,,,,n.p.,,,,,,,
RMNY1395,RMNY-C7034,RMNY-C,7034,egyedi,eredeti,Budapest,Nat,2,*,,,,suppl. phot. (Cluj Univ),,
RMNY1395,RMNY-C7035,RMNY-C,7035,egyedi,eredeti,Cluj-Napoca,Theol Ref,2,,,,,,,
RMNY1395,RMNY-C7036,RMNY-C,7036,egyedi,eredeti,Cluj-Napoca,Univ,2,,,,,,,
RMNY1396,RMNY-C7037,RMNY-C,7037,,,,,n.p.,,,,,,,
RMNY1397,RMNY-C7038,RMNY-C,7038,,,,,n.p.,,,,,,,
RMNY1398,RMNY-C7039,RMNY-C,7039,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY1398,RMNY-C7040,RMNY-C,7040,egyedi,eredeti,Budapest,Nat,4,,,,,,,
RMNY1399,RMNY-C7041,RMNY-C,7041,egyedi,eredeti,Budapest,Nat,1,,(A-var.),,,,,
RMNY1399,RMNY-C7042,RMNY-C,7042,egyedi,eredeti,Budapest,Nat,1,,(B-var.),,,,,
RMNY1399,RMNY-C7043,RMNY-C,7043,egyedi,eredeti,Budapest,Nat,2,,,,,,,
RMNY1400,RMNY-C7044,RMNY-C,7044,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7045,RMNY-C,7045,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7046,RMNY-C,7046,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7047,RMNY-C,7047,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7048,RMNY-C,7048,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7049,RMNY-C,7049,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7050,RMNY-C,7050,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7051,RMNY-C,7051,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7052,RMNY-C,7052,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7053,RMNY-C,7053,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7054,RMNY-C,7054,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7055,RMNY-C,7055,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7056,RMNY-C,7056,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7057,RMNY-C,7057,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7058,RMNY-C,7058,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7059,RMNY-C,7059,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7060,RMNY-C,7060,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7061,RMNY-C,7061,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7062,RMNY-C,7062,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7063,RMNY-C,7063,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7064,RMNY-C,7064,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7065,RMNY-C,7065,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7066,RMNY-C,7066,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7067,RMNY-C,7067,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7068,RMNY-C,7068,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7069,RMNY-C,7069,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7070,RMNY-C,7070,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7071,RMNY-C,7071,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7072,RMNY-C,7072,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7073,RMNY-C,7073,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7074,RMNY-C,7074,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7075,RMNY-C,7075,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7076,RMNY-C,7076,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7077,RMNY-C,7077,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7078,RMNY-C,7078,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7079,RMNY-C,7079,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7080,RMNY-C,7080,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7081,RMNY-C,7081,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7082,RMNY-C,7082,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7083,RMNY-C,7083,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7084,RMNY-C,7084,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7085,RMNY-C,7085,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7086,RMNY-C,7086,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7087,RMNY-C,7087,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7088,RMNY-C,7088,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7089,RMNY-C,7089,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7090,RMNY-C,7090,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7091,RMNY-C,7091,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7092,RMNY-C,7092,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7093,RMNY-C,7093,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7094,RMNY-C,7094,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7095,RMNY-C,7095,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7096,RMNY-C,7096,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7097,RMNY-C,7097,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7098,RMNY-C,7098,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7099,RMNY-C,7099,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7100,RMNY-C,7100,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1400,RMNY-C7101,RMNY-C,7101,csoportos,eredeti,In 38 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,58 expl.,
RMNY1401,RMNY-C7102,RMNY-C,7102,egyedi,eredeti,Berlin,Univ Inst,1,,,,,,,
RMNY1401,RMNY-C7103,RMNY-C,7103,egyedi,eredeti,Budapest,Acad,1,,,,,,,
RMNY1401,RMNY-C7104,RMNY-C,7104,egyedi,eredeti,Budapest,Arch,1,,,,,,,
RMNY1401,RMNY-C7105,RMNY-C,7105,egyedi,eredeti,Budapest,Ev,2,*,,,,,,
RMNY1401,RMNY-C7106,RMNY-C,7106,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY1402,RMNY-C7107,RMNY-C,7107,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY1402,RMNY-C7108,RMNY-C,7108,egyedi,eredeti,Wien,Nat,1,,,,,,,
RMNY1403,RMNY-C7109,RMNY-C,7109,,,,,n.p.,,,,,,,
RMNY1404,RMNY-C7110,RMNY-C,7110,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7111,RMNY-C,7111,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7112,RMNY-C,7112,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7113,RMNY-C,7113,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7114,RMNY-C,7114,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7115,RMNY-C,7115,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7116,RMNY-C,7116,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7117,RMNY-C,7117,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7118,RMNY-C,7118,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7119,RMNY-C,7119,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1404,RMNY-C7120,RMNY-C,7120,csoportos,eredeti,In 8 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Univ; etc.",,11 expl.,
RMNY1405,RMNY-C7121,RMNY-C,7121,egyedi,eredeti,Budapest,Nat,4,,,,phot. suppl.,,,
RMNY1405,RMNY-C7122,RMNY-C,7122,egyedi,eredeti,Pápa,Ref,4,,,,,,,
RMNY1406,RMNY-C7123,RMNY-C,7123,egyedi,eredeti,Braşov,Ev,1,,,,,,,
RMNY1406,RMNY-C7124,RMNY-C,7124,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY1407,RMNY-C7125,RMNY-C,7125,egyedi,eredeti,Budapest,Nat,1,,,,,,,
RMNY1408,RMNY-C7126,RMNY-C,7126,,,,,n.p.,,,,,,,
RMNY1409,RMNY-C7127,RMNY-C,7127,,,,,n.p.,,,,,,,
RMNY1410,RMNY-C7128,RMNY-C,7128,,,,,n.p.,,,,,,,
RMNY1411,RMNY-C7129,RMNY-C,7129,egyedi,eredeti,Budapest,Arch,1,,,,,,,
RMNY1411,RMNY-C7130,RMNY-C,7130,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY1412,RMNY-C7131,RMNY-C,7131,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY1413,RMNY-C7132,RMNY-C,7132,,,,,n.p.,,,,,,,
RMNY1414,RMNY-C7133,RMNY-C,7133,egyedi,eredeti,Budapest,Acad,2,,,,,,,
RMNY1414,RMNY-C7134,RMNY-C,7134,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY1415,RMNY-C7135,RMNY-C,7135,egyedi,phot.,Budapest,Nat,phot.,,,,,,,
RMNY1415,RMNY-C7136,RMNY-C,7136,egyedi,eredeti,Kremnica,Ev,1,,,,,,,
RMNY1416,RMNY-C7137,RMNY-C,7137,egyedi,eredeti,Budapest,Acad,2,*,,,,,,
RMNY1416,RMNY-C7138,RMNY-C,7138,egyedi,phot.,Budapest,Nat,phot.,,,(Cluj),,,,
RMNY1416,RMNY-C7139,RMNY-C,7139,egyedi,eredeti,Cluj-Napoca,Univ,1,,,,,,,
RMNY1417,RMNY-C7140,RMNY-C,7140,egyedi,eredeti,Budapest,Nat,2,*,,,,,,
RMNY1418,RMNY-C7141,RMNY-C,7141,,,,,n.p.,,,,,,,
RMNY1419,RMNY-C7142,RMNY-C,7142,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7143,RMNY-C,7143,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7144,RMNY-C,7144,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7145,RMNY-C,7145,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7146,RMNY-C,7146,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7147,RMNY-C,7147,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7148,RMNY-C,7148,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7149,RMNY-C,7149,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7150,RMNY-C,7150,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7151,RMNY-C,7151,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7152,RMNY-C,7152,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7153,RMNY-C,7153,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7154,RMNY-C,7154,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7155,RMNY-C,7155,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
RMNY1419,RMNY-C7156,RMNY-C,7156,csoportos,eredeti,In 18 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca Univ; Debrecen Ref; Sárospatak Ref; etc.",,23 expl.,
