id,00Bibliográfia,01Sorszám_RMNY,01Sorszám_RMNY-S,13Lelöhely,13Lelöhely_count,15Olim,15Olim_count
ermk6376,RMNY,836,,Aiud 1 – Alba Iulia O – Budapest Acad 1 1 1 – Budapest Ev 1 – Budapest Nat 1 1 2* 2 – Budapest Ref 1 – Budapest Semin 1 – Budapest Univ 1 – Cluj Acad II 1 1 1 – Cluj Acad III 1 1 1 2 2 – Cluj Theol Ref 1 – Cluj Univ 1 1 – Debrecen Ref 1 – Debrecen Univ 1 – Eger Dioec 1 – Keszthely 1 1 – Pécs Univ 1 – Providence/R. I. Univ 1 – Sárospatak Ref 1 – Sibiu Arch 1 – Sibiu Mus 1 1 2* – Székesfehérvár Dioec 2 – Tîrgu Mureş 1 1 1 1 1 1 1,44,"Máramarossziget, ref. lyc. – Sepsiszentgyörgy, Mus (Varga 31)",2
ermk6378,RMNY,837,,Budapest Nat 3*,1,,0
ermk6379,RMNY,838,,Budapest Acad 1 – Budapest Nat 2 2* – Esztergom Dioec 2*,4,"Budapest, Kornfeld Móric (Index 149)",1
ermk6381,RMNY,839,,Budapest Nat phot. – Sibiu Arch 4,1,,0
ermk6382,RMNY,840,,Budapest Acad 1,1,,0
ermk6383,RMNY,841,,,0,,0
ermk6385,RMNY,842,,Braşov Arch 3 4 – Budapest Acad phot. (Budapest Piar) – Budapest Nat phot. (Braşov) – Budapest Piar 3,3,"Kolozsvár, Erdélyi Múzeum (Erdélyi Múzeum 1907: 248–249).",1
ermk6386,RMNY,843,,Budapest Nat phot. – Debrecen Ref 1,1,,0
ermk6387,RMNY,844,,Budapest Acad phot. – Kremnica Ev 1,1,,0
ermk6388,RMNY,845,,Budapest Nat phot. – Martin Ms 1,1,,0
,RMNY,846,,Aiud 2 – Brasov Arch 2 – Bratislava Acad 1 – Bratislava MS 2 – Budapest Acad 1 1 1 – Budapest Ev 1 – Budapest Nat 1 1 1 2* – Budapest Ref 1 2 – Budapest Univ 2* – Cluj Acad I 1 – Cluj Univ 1 – Debrecen Ref 2 – Dolny Kubin MS 1 – Halle Hung 1 – Keszthely 1 – Kežmarok MS 3 – London BM 2 – Martin MS 1 О – Olomouc Univ 1 – Praha Univ 1 – Sárospatak Ref 2 – Sibiu Mus 1 – Spišská Nová Ves Ev 1 – Stuttgart 1 – Szeged Civ 2* – Tîrgu Mureş 1 1 – Trenčin MS 3* – Wien Nat 2 – Zagreb Univ 1,37,"Nyitra, k. rend.",1
ermk6391,RMNY,847,,Bratislava Univ 1 – Budapest Acad 2* 2* 4 – Budapest Ev 1 – Budapest Nat 1,6,,0
ermk6392,RMNY,848,,Budapest Nat 2,1,,0
ermk6393,RMNY,849,,Budapest Nat 1,1,,0
ermk6395,RMNY,850,,Budapest Nat phot. – Gotha Nat 1,1,,0
ermk6396,RMNY,851,,Budapest Nat phot. – Debrecen Ref 1,1,,0
ermk6397,RMNY,852,,Budapest Acad 1 (Ráth) – Budapest Nat 1 – Cluj Acad III 1 – Halle Hung 1 – Kežmarok Ev 1,5,"Budapest, Akad.",1
ermk6398,RMNY,853,,Budapest Ev 1 – Budapest Nat phot.,1,,0
ermk6399,RMNY,854,,Bratislava Acad 3 – Bratislava Univ 1 – Budapest Acad 2* – Budapest Ev 1 – Budapest Nat 1 1 (Haan Lajos) – Budapest Ref 1 – Esztergom Simor 1 – Győr Semin 2 – Halle Hung 1,10,,0
ermk6400,RMNY,855,,,0,,0
ermk6401,RMNY,856,,,0,,0
ermk6402,RMNY,857,,Budapest Acad 1 – Budapest Nat 1 – Cluj Acad III 1 – Cluj Univ 4,4,"Budapest, Kornfeld Móric (Index ms)",1
ermk6403,RMNY,858,,Budapest Acad 1 – Budapest Nat 1,2,"Budapest, Kornfeld Móric (Index ms)",1
ermk6404,RMNY,859,,Budapest Nat 4,1,,0
ermk6405,RMNY,860,,Budapest Nat 3 + phot. suppl. (Budapest Piar.; Cluj) – Budapest Piar 2 – Cluj Acad I 2* – Graz OFM 1,4,"Budapest, Kornfeld Móric (Index 15) – Mikháza, franc. zárda (MKsz 1878: 316) – Sepsiszentgyörgy, Mus (Varga 33)",3
ermk6406,RMNY,861,,Budapest Acad 4 4 4 4 – Budapest Nat 4,5,,0
ermk6408,RMNY,862,,Budapest Nat phot. – Göttweig 1,1,,0
ermk6409,RMNY,863,,Budapest Nat 1 3* – Budapest Univ 3* – Cluj Acad II 1 – Cluj Univ 1 2* – Debrecen Ref 1 – Debrecen Univ 1 – Sárospatak Ref 1 – Sibiu Mus 1 – Tîrgu Mureş 1 1,12,,0
ermk6411,RMNY,864,,,0,,0
ermk6412,RMNY,865,,Budapest Acad 1 4 – Berlin Univ Inst 1 – Csurgó 2 – Sárospatak Ref 1,5,,0
ermk6414,RMNY,866,,Budapest Nat phot. – Cluj Univ 1,1,,0
ermk6415,RMNY,867,,,0,,0
ermk6416,RMNY,868,,Alba Iulia 2 – Bratislava MS 2 – Budapest Acad 1 (Nemz. Múz.) 4 – Budapest Nat 1 – Budapest Ref 1 – Budapest Univ 1 – Cluj Acad I 1 – Cluj Acad III 1 – Cluj Univ 1 – Debrecen Univ 2 – Esztergom Dioec 1 – Gyöngyös 1 2* 2* – Olomouc Univ 2 – Pannonhalma 2 – Zagreb Univ 1,18,"Szeged, kegyesrendi ház",1
ermk6418,RMNY,869,,"Budapest Nat 2 (Keszthely, Festetics) 2 + phot. (London) – London BM 1",3,,0
ermk6662,RMNY,870,,Budapest Nat phot. – Budapest Univ 1,1,,0
ermk6663,RMNY,871,,,0,,0
ermk6664,RMNY,872,,,0,,0
ermk6665,RMNY,873,,"In 10 bibliothecis 11 expl. – Budapest: Acad, Nat – Debrecen Ref – Sárospatak Ref – etc.",11,,0
ermk6666,RMNY,874,,"In 15 bibliothecis 17 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca: Acad. Univ – Debrecen Ref – Sárospatak Ref – etc.",17,,0
ermk6667,RMNY,875,,,0,,0
ermk6669,RMNY,876,,Budapest Nat phot. – Budapest Univ 1,1,,0
ermk6670,RMNY,877,,,0,,0
ermk6671,RMNY,878,,,0,"Sepsiszentgyörgy, Székely Múz.",1
ermk6672,RMNY,879,,Budapest Nat phot. (Cluj) – Budapest Ref 1 – Cluj-Napoca Univ 3*,2,,0
ermk6440,Appendix,1,,,0,,0
ermk6441,Appendix,2,,,0,,0
ermk6442,Appendix,3,,,0,,0
ermk6443,Appendix,4,,,0,,0
ermk6444,Appendix,4,A,,0,,0
ermk6445,Appendix,5,,,0,,0
ermk6446,Appendix,5,A,,0,,0
ermk6447,Appendix,6,,,0,,0
ermk6448,Appendix,7,,,0,,0
ermk6449,Appendix,8,,,0,,0
ermk6450,Appendix,9,,,0,,0
ermk6451,Appendix,10,,,0,,0
ermk6452,Appendix,11,,,0,,0
ermk6453,Appendix,12,,,0,,0
ermk6454,Appendix,13,,,0,,0
ermk6455,Appendix,14,,,0,,0
ermk6456,Appendix,15,,,0,,0
ermk6457,Appendix,16,,,0,,0
ermk6458,Appendix,17,,,0,,0
ermk6459,Appendix,18,Vacat!,,0,,0
ermk6460,Appendix,19,,,0,,0
ermk6461,Appendix,20,,,0,,0
ermk6462,Appendix,21,,,0,,0
ermk6463,Appendix,22,,,0,,0
ermk6464,Appendix,23,,,0,,0
ermk6465,Appendix,24,,,0,,0
ermk6466,Appendix,25,,,0,,0
ermk6467,Appendix,26,,,0,,0
ermk6468,Appendix,26,A,,0,,0
ermk6469,Appendix,26,B,,0,,0
ermk6470,Appendix,27,,,0,,0
ermk6471,Appendix,27,A,,0,,0
ermk6472,Appendix,28,,,0,,0
ermk6473,Appendix,29,,,0,,0
ermk6474,Appendix,30,,,0,,0
ermk6475,Appendix,31,,,0,,0
ermk6476,Appendix,32,,,0,,0
ermk6477,Appendix,33,,,0,,0
ermk6478,Appendix,33,A,,0,,0
ermk6479,Appendix,34,,,0,,0
ermk6480,Appendix,35,,,0,,0
ermk6481,Appendix,36,,,0,,0
ermk6482,Appendix,37,,,0,,0
ermk6483,Appendix,38,,,0,,0
ermk6484,Appendix,39,,,0,,0
ermk6485,Appendix,40,,,0,,0
ermk6486,Appendix,41,,,0,,0
ermk6487,Appendix,42,,,0,,0
ermk6488,Appendix,43,,,0,,0
ermk6489,Appendix,44,,,0,,0
ermk6490,Appendix,45,,,0,,0
ermk6491,Appendix,46,,,0,,0
ermk6492,Appendix,47,,,0,,0
ermk6493,Appendix,48,,,0,,0
ermk6494,Appendix,49,,,0,,0
ermk6495,Appendix,50,,,0,,0
ermk6496,Appendix,51,,,0,,0
ermk6497,Appendix,52,,,0,,0
ermk6498,Appendix,53,,,0,,0
ermk6499,Appendix,53,A,,0,,0
ermk6500,Appendix,54,,,0,,0
ermk6501,Appendix,55,,,0,,0
ermk6502,Appendix,56,,,0,,0
ermk6503,Appendix,57,,,0,,0
ermk6504,Appendix,58,,,0,,0
ermk6505,Appendix,59,,,0,,0
ermk6506,Appendix,60,,,0,,0
ermk6507,Appendix,61,,,0,,0
ermk6508,Appendix,62,,,0,,0
ermk6509,Appendix,63,,,0,,0
ermk6510,Appendix,64,,,0,,0
ermk6511,Appendix,65,,,0,,0
ermk6512,Appendix,66,,,0,,0
ermk6513,Appendix,67,,,0,,0
ermk6514,Appendix,68,,,0,,0
ermk6515,Appendix,68,A,,0,,0
ermk6516,Appendix,69,,,0,,0
ermk6517,Appendix,70,,,0,,0
ermk6518,Appendix,71,,,0,,0
ermk6519,Appendix,72,,,0,,0
ermk6520,Appendix,73,,,0,,0
ermk6521,Appendix,74,,,0,,0
ermk6673,RMNY,880,,,0,,0
ermk6676,RMNY,881,,Budapest Nat phot. – Braşov Arch 4 4,2,,0
ermk6678,RMNY,882,,Budapest Nat 1,1,,0
ermk6679,RMNY,883,,Budapest Nat 2,1,,0
ermk6680,RMNY,884,,Budapest Nat phot. – Debrecen Ref 1,1,,0
ermk6681,RMNY,885,,Budapest Nat phot. – Cluj-Napoca Acad II 4 4,2,,0
,RMNY,886,,Alba Iulia 2 – Budapest Acad phot. – Budapest Nat phot.,1,,0
ermk6683,RMNY,887,,Budapest Nat 1,1,,0
ermk6687,RMNY,888,,"In 14 bibliothecis 15 expl. – Budapest: Acad, Nat – Debrecen Ref – etc.",15,,0
ermk6688,RMNY,889,,,0,,0
ermk6689,RMNY,890,,Bratislava Acad 2 – Budapest Nat 2* – Budapest Univ 3 – Csurgó Gymn 3* – Pannonhalma 3,5,,0
ermk6690,RMNY,891,,Budapest Nat 1 – Budapest Univ 1 – Sighişoara O,3,"Budapest, Nagy István",1
ermk6691,RMNY,892,,,0,,0
ermk6692,RMNY,893,,Bratislava Univ 1 – Budapest Nat phot.,1,,0
ermk6693,RMNY,894,,Bratislava Mus 1 – Budapest Nat 2* 2 – Budapest Univ 2 – Debrecen Ref 2 – Sárospatak Ref 2*,6,"Székelykeresztúr, unit. gymn.",1
ermk6694,RMNY,895,,"In 16 bibliothecis 22 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",22,,0
ermk6695,RMNY,896,,,0,,0
ermk6696,RMNY,897,,Budapest Nat 1 – München Nat 1,2,,0
ermk6697,RMNY,898,,Budapest Nat phot. (London) – Chicago Newberry 1 – London BM 2* – Stuttgart Nat 1 – etc.,3,,0
ermk6698,RMNY,899,,"In 8 bibliothecis 11 expl. – Budapest Acad, Nat, Univ – etc.",11,,0
ermk6700,RMNY,900,,Budapest Nat 4,1,,0
ermk6701,RMNY,901,,Budapest Acad 4* – Budapest Nat 1 – Cluj-Napoca Univ 2*,3,,0
ermk6702,RMNY,902,,"In 10 bibliothecis 13 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Univ – Debrecen Ref – Tîrgu Mureş – etc.",13,,0
ermk6703,RMNY,903,,Budapest Nat phot. – Sopron Arch 4 4 4 4,4,,0
ermk6704,RMNY,904,,Budapest Nat 4* 4 4 4 4 – Cluj-Napoca Univ O,6,,0
ermk6706,RMNY,905,,"In 10 bibliothecis 14 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Univ – Martin MS – etc.",14,,0
ermk6708,RMNY,906,,,0,"Losonc, Sacher Imre",1
ermk6710,RMNY,907,,Budapest Acad 3 – Budapest Nat 1 – Budapest Univ 2* – Cluj-Napoca Acad I 1 – Cluj-Napoca Univ O – Debrecen Univ 2 – Olomouc Scient 1 – Praha Strahov 1,8,,0
ermk6711,RMNY,908,,Budapest Nat 4 – Debrecen Univ 4,2,,0
ermk6712,RMNY,909,,Budapest Acad 1 – Budapest Nat 3* – Cluj-Napoca Theol Ref O – Debrecen Ref 1 2 – Sárospatak Ref 2 – Szeged Univ Lit Hung 4,7,Betlér,1
ermk6713,RMNY,910,,Budapest Acad 1 – Budapest Nat 2* – Sárospatak Ref 1 – Wien Nat 1,4,,0
ermk6714,RMNY,911,,Budapest Nat 4,1,,0
ermk6715,RMNY,912,,Budapest Nat 1 – Wien Nat 1,2,,0
ermk6716,RMNY,913,,Budapest Acad 1 – Budapest Nat 2* – Sárospatak Ref 2,3,,0
ermk6717,RMNY,914,,Budapest Acad 2* – Budapest Nat phot. (Budapest Acad) – Sárospatak Ref 1,2,,0
ermk6718,RMNY,915,,Budapest Nat 2 – Sárospatak Ref 1 – Wien Nat 1,3,,0
ermk6719,RMNY,916,,Budapest Nat 2*,1,,0
ermk6722,RMNY,917,,Budapest Nat phot. – Bytča Arch 1,1,,0
ermk6723,RMNY,918,,,0,,0
,RMNY,919,,"In 28 bibliothecis 36 expl. – Budapest Acad, Nat – Cluj-Napoca Acad – Debrecen Ref – Tîrgu Mureş – etc.",36,,0
ermk6726,RMNY,920,,,0,,0
ermk6727,RMNY,921,,,0,,0
ermk6728,RMNY,922,,Budapest Nat phot. – Sibiu Arch 4*,1,,0
ermk6730,RMNY,923,,,0,,0
ermk6731,RMNY,924,,Budapest Nat 3,1,,0
ermk6732,RMNY,925,,"In 95 bibliothecis 105 expl. – Budapest Acad, Nat, Ref, Univ – Cluj-Napoca Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",105,,0
ermk6733,RMNY,926,,,0,,0
ermk6734,RMNY,927,,Budapest Nat 1 (A-var.) – Debrecen Ref 1 (B-var.),2,,0
ermk6735,RMNY,928,,Budapest Acad 2* – Budapest Nat phot.,1,,0
ermk6736,RMNY,929,,,0,,0
ermk6737,RMNY,930,,Budapest Acad phot. – Budapest Nat phot. – Debrecen Mus 2,1,,0
ermk6738,RMNY,931,,Budapest Nat phot. – Debrecen Ref 1,1,,0
ermk6739,RMNY,932,,Budapest Nat phot. (Debrecen) – Debrecen Ref 1 – Tîrgu Mureş O,2,,0
ermk6740,RMNY,933,,Berlin Univ Inst 1 – Bratislava Capit 2 – Budapest Acad 1 2* 3* – Budapest Nat 2* – Budapest Univ 1 – Graz Landesbibliothek 1 – Gyöngyös 1 – Wien Nat 1,10,,0
ermk6742,RMNY,934,,Budapest Nat phot. – Graz Landesarchiv 1,1,,0
ermk6743,RMNY,935,,Budapest Nat phot. – Cluj-Napoca Univ 2*,1,,0
ermk6744,RMNY,936,,,0,,0
ermk6745,RMNY,937,,"In 7 bibliothecis 14 expl. – Budapest: Acad, Nat, Univ – Debrecen Ref – etc.",14,,0
ermk6746,RMNY,938,,Braşov Arch 2 – Budapest Nat phot.,1,,0
ermk6747,RMNY,939,,,0,,0
ermk6748,RMNY,940,,Braşov Arch 2* – Budapest Nat phot.,1,,0
ermk6750,RMNY,941,,Budapest Nat phot. (Göttingen) – Göttingen Univ 1 – Levoča Ev O,2,,0
ermk6751,RMNY,942,,,0,,0
ermk6752,RMNY,943,,Budapest Nat 2,1,,0
ermk6753,RMNY,944,,,0,,0
,RMNY,945,,Budapest Nat 1 3,2,"Budapest, Kornfeld Móric (Index 136)",1
ermk6756,RMNY,946,,Budapest Nat 3* – Martin MS 4,2,,0
ermk6757,RMNY,947,,Braşov Arch 4 4 – Budapest Nat phot.,2,,0
ermk6758,RMNY,948,,Braşov Arch 3 – Budapest Nat phot.,1,,0
ermk6759,RMNY,949,,,0,,0
ermk6760,RMNY,950,,Budapest Acad phot. – Budapest Nat phot. – Debrecen Ref 3,1,,0
,RMNY,951,,,0,"Sárospatak, ref. coll. (MKsz 1904: 308)",1
ermk6762,RMNY,952,,Budapest Nat 1 – Praha Strahov 1,2,,0
ermk6763,RMNY,953,,Budapest Nat 1,1,,0
ermk6764,RMNY,954,,Budapest Acad 1 – Budapest Nat 1 – Debrecen Ref 1,3,,0
ermk6765,RMNY,955,Vacat!,,0,,0
ermk6766,RMNY,956,,Budapest Nat 1,1,,0
ermk6767,RMNY,957,,Budapest Nat 1,1,,0
ermk6768,RMNY,958,,Budapest Nat phot. – Pápa Ref 4 (Révész),1,"Debrecen, Lugossy József (MKsz 1894: 347)",1
ermk6769,RMNY,959,,Braşov Arch O O – Budapest Nat phot. (Sárospatak) – Cluj-Napoca Acad II 1 – Cluj-Napoca Acad III 1 1 – Debrecen Ref 2* – Pápa Ref 1 – Sárospatak Ref 2*,8,"Pozsony, franc. zárda",1
ermk6770,RMNY,960,,Budapest Nat 1,1,,0
ermk6771,RMNY,961,,Bratislava Capit 1 – Budapest Acad 2 – Budapest Nat 1 – Budapest Univ 1 2* – Zagreb Univ 2,6,,0
,RMNY,962,,Budapest Nat 2 3 – Budapest Ref 2* – Budapest Univ 2* – Cluj-Napoca Univ 2 – London BM 1 (Bártfai L.) – Marburg Univ 1 – Wroclaw Univ 2,8,"Debrecen, Lugossy József",1
ermk6776,RMNY,963,,,0,,0
ermk6777,RMNY,964,,Braşov Arch 4 – Budapest Nat phot.,1,,0
,RMNY,965,,Budapest Nat 2,1,,0
ermk6781,RMNY,966,,Budapest Acad phot. – Kežmarok Ev 3*,1,,0
ermk6782,RMNY,967,,Berlin Univ Inst 2 – Budapest Ev (Sopron) 3 – Budapest Nat 1 2 – Cluj-Napoca Theol Ref O – Praha Univ 2 – Sárospatak Ref 2*,7,,0
ermk6783,RMNY,968,,Budapest Nat O*,1,,0
ermk6784,RMNY,969,,,0,,0
ermk6785,RMNY,970,,,0,,0
,RMNY,971,,"In 37 bibliothecis 58 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref etc.",58,,0
ermk6789,RMNY,972,,Budapest Nat 4* 4 4 – Budapest Semin 4 – Cluj-Napoca Univ 4,5,,0
ermk6790,RMNY,973,,,0,,0
ermk6792,RMNY,974,,Budapest Nat 4* – Prešov Scient 4*,2,,0
ermk6794,RMNY,975,,Banská Bystrica Arch 2* – Budapest Acad 1 – Budapest Nat 1 – Leipzig DB 3*,4,,0
ermk6795,RMNY,976,,Budapest Nat 2* + phot. suppl. (Martin) – Martin MS 1 – Sárospatak Ref 3,3,,0
ermk6796,RMNY,977,,,0,,0
ermk6797,RMNY,978,,Budapest Acad 4 4 – Budapest Nat 4 – Debrecen Univ 4,4,,0
ermk6798,RMNY,979,,,0,,0
ermk6799,RMNY,980,,Budapest Nat 2* – Cluj-Napoca Univ O – Praha Univ 1,3,,0
ermk6801,RMNY,981,,,0,,0
ermk6802,RMNY,982,,Budapest Nat phot. – Ljubljana Semin 2*,1,,0
,RMNY,983,,Budapest Acad phot. – Tîrgu Mureş 2 2,2,,0
ermk6804,RMNY,984,,Aiud 2 – Budapest Gergely 2 – Budapest Nat 2 3* – Debrecen Ref 1 (Máramarossziget) – Gyöngyös 1 – Košice Scient 2,7,,0
ermk6805,RMNY,985,,Budapest Nat 2 (Hollósy),1,"Eger, érseki lyceum",1
ermk6807,RMNY,986,,Budapest Nat phot. (Debrecen) – Debrecen Ref 1 (Máramarossziget) – Praha Univ 1,2,,0
ermk6809,RMNY,987,,Budapest Acad 1 – Budapest Nat 1,2,,0
ermk6810,RMNY,988,,Bratislava Acad 2 – Budapest Nat 1 – Kežmarok Ev O – Martin MS 1,4,,0
ermk6811,RMNY,989,,"In 8 bibliothecis 13 expl. – Budapest: Acad, Nat, Univ – Martin MS – etc.",13,,0
ermk6812,RMNY,990,,,0,,0
ermk6813,RMNY,991,,,0,,0
ermk6814,RMNY,992,,"In 11 bibliothecis 18 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",18,,0
ermk6815,RMNY,993,,Budapest Nat 2 + phot. (Sárospatak) – Budapest Gergely 2 – Cluj-Napoca Acad II 2 – Cluj-Napoca Acad III 2 – Cluj-Napoca Univ O – Sárospatak Ref 1 – Tîrgu Mureş 1,7,,0
ermk6817,RMNY,994,,"In 9 bibliothecis 15 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca Univ – Martin MS – Sárospatak Ref – Tîrgu Mureş – etc.",15,,0
ermk6819,RMNY,995,,"In 22 bibliothecis 27 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca Univ – Debrecen Ref – Sárospatak Ref – etc.",27,,0
ermk6820,RMNY,996,,Bratislava Acad 1 – Budapest Acad 1 – Budapest Arch 1 – Budapest Ev 1 – Budapest Nat phot. (Budapest Acad) – Dolný Kubín 1 – Kežmarok Ev O O – Miskolc Ev O,8,,0
ermk6821,RMNY,997,,Budapest Nat 4 4 4 4,4,,0
ermk6822,RMNY,998,,Budapest Nat 1,1,,0
ermk6823,RMNY,999,,Budapest Acad 1 – Budapest Nat 1 1,3,,0
ermk6824,RMNY,1000,,Budapest Acad 2* – Budapest Nat phot. (Cluj) – Cluj-Napoca Univ 1,2,"Székelykeresztúr, unit. gymn.",1
ermk6825,RMNY,1001,,,0,,0
ermk6826,RMNY,1002,,"In 13 bibliothecis 14 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca Univ – Martin MS – etc.",14,,0
ermk6827,RMNY,1003,,Budapest Gergely Rezső 2* – Budapest Nat 2* – Graz OFM 1 – Praha Univ 1,4,,0
ermk6828,RMNY,1004,,Budapest Nat 1 – Budapest Univ 1 – Cluj-Napoca Univ O,3,,0
ermk6829,RMNY,1005,,,0,,0
ermk6830,RMNY,1006,,In 11 bibliothecis 11 expl. – Budapest Nat – etc.,11,,0
ermk6831,RMNY,1007,Vacat!,,0,,0
ermk6832,RMNY,1008,,,0,,0
ermk6833,RMNY,1009,,Budapest Nat phot. – Tîrgu Mureş 1,1,,0
ermk6834,RMNY,1010,,,0,,0
,RMNY,1011,,"In 27 bibliothecis 44 expl. – Budapest : Acad, Nat, Ref, Univ – Cluj-Napoca : Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş etc.",44,,0
ermk6836,RMNY,1012,,"In 27 bibliothecis 36 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş – etc.",36,,0
ermk6837,RMNY,1013,,Budapest Acad 2 – Budapest Nat phot.,1,,0
ermk6838,RMNY,1014,,,0,,0
ermk6839,RMNY,1015,,Budapest Nat 1 1 – Levoča Ev O – Prešov Scient 3 – Sárospatak Ref 2*,5,,0
ermk6840,RMNY,1016,,Budapest Acad 1 – Budapest Nat 1 – Cluj-Napoca Acad II O – Cluj-Napoca Univ O,4,,0
ermk6841,RMNY,1017,,Budapest Nat 2* – Budapest Univ 3,2,,0
ermk6842,RMNY,1018,,Budapest Acad 2 – Budapest Nat 2 + phot. suppl. (Bp. Ref.) – Budapest Ref 1 – Martin MS 3 – Tîrgu Mureş 2,5,,0
ermk6843,RMNY,1019,,,0,,0
ermk6845,RMNY,1020,,,0,,0
ermk6846,RMNY,1021,,Budapest Nat phot. – Ljubljana Semin 1,1,,0
ermk6849,RMNY,1022,,Budapest Nat phot. (Praha Mus) – Praha Mus 1 – Praha Strahov O,2,,0
ermk6850,RMNY,1023,,"In 8 bibliothecis 11 expl. – Budapest Acad, Nat, Univ – etc.",11,,0
ermk6853,RMNY,1024,,Alba Iulia O – Bratislava Univ 1 1 – Budapest Acad 1 1 – Budapest Ev 1 – Budapest Univ 1 – Kežmarok Ev O – Olomouc Scient 2*,9,,0
ermk6854,RMNY,1025,,Budapest Nat 1 (Gyöngyös),1,,0
ermk6856,RMNY,1026,Vacat!,,0,,0
ermk6857,RMNY,1027,,Budapest Nat phot. – Cluj-Napoca Acad III 4 4,2,,0
ermk6859,RMNY,1028,,Budapest Nat phot. (Budapest) – Budapest Semin 1 – Halle Hung 1,2,,0
,RMNY,1029,,Budapest Nat 2* 4 – Praha Univ 1,3,,0
ermk6862,RMNY,1030,,"In 10 bibliothecis 12 expl. – Budapest: Acad, Nat, Ref – Cluj-Napoca: Acad, Univ – Sárospatak Ref – etc.",12,,0
ermk6863,RMNY,1031,,Budapest Nat 1 – Budapest Univ 4 – Cluj-Napoca 4 – Debrecen Ref 4 4 – Debrecen Univ 4 – Sárospatak Ref 4,7,,0
ermk6864,RMNY,1032,,Budapest Nat 1,1,,0
ermk6865,RMNY,1033,,Budapest Nat phot. – Wolfenbüttel 1,1,,0
ermk6866,RMNY,1034,,Budapest Nat 3* – Cluj-Napoca Univ O,2,,0
ermk6867,RMNY,1035,,"In 7 bibliothecis 11 expl. – Budapest Acad, Nat, Univ – Martin MS – etc.",11,,0
ermk6870,RMNY,1036,,,0,,0
,RMNY,1037,,"In 35 bibliothecis 60 expl. – Budapest: Acad, Nat, Ref, Univ – Cluj-Napoca: Acad, Univ – Debrecen Ref – Sárospatak Ref – Tîrgu Mureş etc.",60,,0
ermk6874,RMNY,1038,,"In 11 bibliothecis 15 expl. – Budapest: Acad, Nat – Cluj-Napoca Univ – Debrecen Ref – etc.",15,,0
ermk6875,RMNY,1039,,Budapest Acad 2 – Budapest Nat phot.,1,,0
ermk6876,RMNY,1040,,"In 23 bibliothecis 25 expl. – Budapest: Acad, Nat, Univ – Cluj-Napoca: Acad, Univ – etc.",25,,0
ermk6877,RMNY,1041,,Budapest Nat 1,1,,0
ermk6878,RMNY,1042,,Budapest Nat phot. (Zagreb) – Tîrgu Mureş 2 – Zagreb Univ 2*,2,,0
ermk6879,RMNY,1043,,Budapest Nat phot. – Cluj-Napoca Acad III 4* (11 expl.),11,,0
ermk6880,RMNY,1044,,Budapest Nat phot. – Cluj-Napoca Univ 1,1,,0
ermk6883,RMNY,1045,,Budapest Nat phot. – Tîrgu Mureş 1,1,,0
ermk6884,RMNY,1046,,Budapest Acad 1 1 – Budapest Nat 1 – Budapest Univ 3* – Odorhei 1,5,,0
ermk6885,RMNY,1047,,,0,,0
ermk6886,RMNY,1048,,Aiud 1 – Budapest Nat phot. (Cluj) – Cluj-Napoca Univ 1 – Zalău 1,3,"Sárospatak, ref. coll.",1
ermk6887,RMNY,1049,,Budapest Nat phot. (Martin) – Cluj-Napoca Acad III 3 – Martin MS 1,2,,0
ermk6888,RMNY,1050,,Bratislava Univ 1 – München Nat 1 – Wien Nat 1,3,,0
ermk6890,RMNY,1051,,Budapest Nat 3*,1,,0
ermk6891,RMNY,1052,,Budapest Acad 1 – Budapest Nat phot. (Budapest Univ) – Budapest Univ 1,2,,0
ermk6893,RMNY,1053,,Budapest Nat 1 4* – Kežmarok Ev 1 – Wien Nat 3*,4,"Nagyszeben, ev. gymn.",1
ermk6894,RMNY,1054,,Budapest Acad 1 – Budapest Nat phot. (Budapest Acad) – Halle Hung 1 – Jena Univ O – Wolfenbüttel 1,4,,0
ermk6895,RMNY,1055,,Budapest Nat 4 4 + phot. partim suppl. – Martin MS 4* 4* 4* 4*,6,,0
ermk6896,RMNY,1056,,,0,,0
ermk6897,RMNY,1057,,Banská Bystrica Arch (Radvány) 1 – Budapest Nat 2* 3 – Budapest Univ 1,4,"Budapest, Akad.",1
