id,00Bibliográfia,01Sorszám_RMNY,01Sorszám_RMNY-S,13Lelöhely,13Lelöhely_count,15Olim,15Olim_count
ermk8361,RMNY,2043,,Budapest Nat 1 – Pápa Ref 1,2,,0
ermk8362,RMNY,2044,,Budapest Nat 1 – Budapest Ref 2*,2,,0
ermk8364,RMNY,2045,,Budapest Acad 4* – Budapest Nat 3,2,,0
ermk8365,RMNY,2046,,Budapest Nat 1,1,,0
ermk8366,RMNY,2047,,"In 10 bibliothecis 12 expl. – Budapest Acad, Civ, Ev, Nat, Univ – Eger Dioec – Kežmarok Ev – Levoča Ev – Martin MS – Wien Nat",12,,0
ermk8367,RMNY,2048,,,0,,0
ermk8368,RMNY,2049,,Budapest Acad 1 – Berlin 1,2,,0
ermk8369,RMNY,2050,,Budapest Nat cop. – Sopron Ev 2*,1,,0
ermk8370,RMNY,2051,,Budapest Nat 2* – Cluj-Napoca Acad 2 – Târgu Mureş 1,3,,0
ermk8371,RMNY,2052,,Budapest Nat 1 1 – Košice Scient O? – Martin MS O? – Prešov Ev O?,5,,0
ermk8372,RMNY,2053,,Budapest Nat cop. – Nagykálló Gymn 1,1,,0
ermk8374,RMNY,2054,,Budapest Nat 1 (Csorna),1,,0
ermk8375,RMNY,2055,,Budapest Nat cop. – Sibiu Arch 1,1,,0
ermk8376,RMNY,2056,,Bratislava Paed O? – Budapest Acad 1 – Budapest Nat 1 – Budapest Ref 1 2* – Pápa Ref 2* – Szeged Univ 1 – Sárospatak Ref 1,8,Keszthely,1
ermk8378,RMNY,2057,,Budapest Arch 1 – Budapest Nat 1 – Budapest Univ 1 – Cluj-Napoca Acad 1 (Erdélyi Múzeum) – Sighişoara 1,5,,0
ermk8379,RMNY,2058,,Budapest Nat 4,1,,0
ermk8380,RMNY,2059,,Budapest Nat cop. (Cluj-Napoca 2*) – Cluj-Napoca Acad 1 2*,2,,0
ermk8381,RMNY,2060,,,0,,0
ermk8382,RMNY,2061,,,0,,0
ermk8383,RMNY,2062,,,0,,0
ermk8384,RMNY,2063,,Budapest Acad cop. – Kremnica MS 1,1,,0
ermk8386,RMNY,2064,,Budapest Nat 2 – Cluj-Napoca Univ 2 – Levoča Ev 1 – Sibiu Mus 1 – Sighişoara 1 – Užhorod Univ 2*,6,,0
ermk8387,RMNY,2065,,,0,,0
ermk8389,RMNY,2066,,Budapest Nat 1,1,,0
ermk8390,RMNY,2067,,Budapest Nat 2* 2*,2,,0
ermk8391,RMNY,2068,,"In 9 bibliothecis 13 expl. – Budapest Acad, Nat, Ref, Univ – Cluj-Napoca Acad, Prot Theol, Univ – Debrecen Univ – Sárospatak Ref",13,,0
ermk8392,RMNY,2069,,,0,"Kecskemét, ref. coll.",1
ermk8393,RMNY,2070,,,0,"Turócszentmárton (Martin), MS",1
ermk8394,RMNY,2071,,Budapest Acad 1 – Budapest Nat 2* – Budapest Univ 2 – Cluj-Napoca Acad 1 – Debrecen Univ 2* – Olomouc Scient O – Pannonhalma 1 – Prešov Ev 1,8,,0
ermk8395,RMNY,2072,,Budapest Nat cop. – Kežmarok Ev 1,1,,0
ermk8397,RMNY,2073,,Budapest Nat 1 – Halle Univ 1,2,,0
ermk8398,RMNY,2074,,Budapest Acad 1 – Budapest Nat 1,2,,0
ermk8401,RMNY,2075,,Budapest Acad 1 1 – Budapest Nat 1 1 – Budapest Univ 1 – Debrecen Ref 2* – London BL 1 – Szeged Univ 1,8,"Sopron, ev. lyc.",1
ermk8402,RMNY,2076,,,0,,0
ermk8404,RMNY,2077,,Budapest Nat cop. (Cluj-Napoca + München partim) – Cluj-Napoca 2 – München Nat 1,2,,0
ermk8405,RMNY,2078,,Budapest Nat cop. – Sibiu Mus 2*,1,,0
ermk8406,RMNY,2079,,,0,,0
ermk8407,RMNY,2080,,,0,,0
ermk8409,RMNY,2081,,Budapest Nat cop. – Budapest Univ 1,1,,0
ermk8410,RMNY,2082,,Bratislava Acad 1 – Budapest Acad cop.,1,,0
ermk8411,RMNY,2083,,Budapest Nat 1,1,,0
ermk8412,RMNY,2084,,Budapest Nat cop. – Praha Hus 3,1,,0
ermk8413,RMNY,2085,,,0,,0
ermk8414,RMNY,2086,,,0,,0
ermk8415,RMNY,2087,,Budapest Acad 1 – Budapest Nat 1 – Budapest Ref 1 – Csurgó 1 – Kecskemét Ref 1 – Pápa Ref 1,6,"Kunszentmiklós, ref. gymn.",1
ermk8416,RMNY,2088,,,0,,0
ermk8417,RMNY,2089,,"In 9 bibliothecis 11 expl. – Berlin Univ Inst – Budapest Acad, Nat, Ref – Cluj-Napoca Acad, Univ – Debrecen Ref – Odorhei – Sárospatak Ref",11,,0
ermk8418,RMNY,2090,,Budapest Acad 1 – Budapest Nat 1 – Praha Nat 2,3,,0
,RMNY,2091,,"In 27 bibliothecis 62 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref, Univ – Göttingen Univ – London Nat – Sárospatak Ref – Szeged Univ – Târgu Mureş etc.",62,,0
ermk8421,RMNY,2092,,Budapest Acad 1 1 – Budapest Nat 1 3* – Keszthely 1 – Levoča Ev 1 – Târgu Mureş 1 – Wien Nat 1,8,Pécs,1
ermk8422,RMNY,2093,,Budapest Nat cop. – Kraków Univ 1,1,"Sepsiszentgyörgy, Székely Múz.",1
ermk8423,RMNY,2094,,Budapest Nat 1,1,"Kolozsvár, Erdélyi Múzeum",1
ermk8424,RMNY,2095,,Budapest Acad 1 1 2* – Budapest Acad Lingu O – Budapest Nat 2* – Budapest Univ 4 – Cluj-Napoca Theol Prot 3* – Martin MS 1 – Sárospatak Ref 2* – Târgu Mureş 2*,10,"Debreceni ref. coll., Lugossy József",1
ermk8425,RMNY,2096,,Budapest Acad 1 – Budapest Nat 1 – Budapest Univ 1 – Cluj-Napoca Acad 1 – Cluj-Napoca Univ 1 – Hajdúnánás Gymn 1 – London Nat 1 – Martin MS O – Târgu Mureş – Wien Nat 1,10,,0
ermk8426,RMNY,2097,,"In 11 bibliothecis 15 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Univ – Hajdúnánás Gymn – London BL – Martin MS – Târgu Mureş – Wien Nat",15,,0
ermk8427,RMNY,2098,,Budapest Acad 4 4 – Budapest Nat 1 1 (← Csornai prépostság ktára) – Budapest Univ 4 4 4,7,,0
ermk8428,RMNY,2099,,"In 47 bibliothecis 68 expl. – Bratislava Univ – Budapest Acad, Nat, Univ – Cluj-Napoca Univ – Debrecen Ref, Univ – Heidelberg Univ – Paris Nat – Praha Strahov – Sárospatak Ref – Szeged Univ – etc.",68,,0
ermk8429,RMNY,2100,,Budapest Arch 1 – Budapest Nat 1 1 – Budapest Univ 1 – Cluj-Napoca Acad 1 (Erdélyi Múzeum) – Sighişoara 1,6,,0
ermk8430,RMNY,2101,,Budapest Nat cop. (Cluj-Napoca) – Cluj-Napoca Acad 1 – Târgu Mureş 1 (Székelykeresztúr),2,,0
ermk8431,RMNY,2102,,Budapest Acad 4 – Budapest Nat cop. (Cluj-Napoca Univ) – Cluj-Napoca Acad 2* – Cluj-Napoca Univ 1,3,,0
,RMNY,2103,,"In 30 bibliothecis 42 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref – Praha Nat – Sárospatak Ref – Szeged Civ – Târgu Mureş etc.",42,,0
ermk8434,RMNY,2104,,Budapest Nat 4* 4* + cop. – Cluj-Napoca Acad 1,3,,0
ermk8435,RMNY,2105,,Braşov Arch 1 – Budapest Nat 1 – Cluj-Napoca Acad 1 (Tordai unitár. gimn.),3,,0
ermk8436,RMNY,2106,,Budapest Nat 4,1,,0
ermk8439,RMNY,2107,,,0,,0
ermk8443,RMNY,2108,,,0,,0
ermk8445,RMNY,2109,,,0,,0
ermk8446,RMNY,2110,,Budapest Nat 1,1,,0
ermk8447,RMNY,2111,,Budapest Nat 1 – Martin MS 1 – Praha Nat 2*,3,,0
ermk8449,RMNY,2112,,Budapest Univ 1,1,,0
ermk8451,RMNY,2113,,,0,,0
ermk8452,RMNY,2114,,Budapest Nat 3,1,,0
ermk8453,RMNY,2115,,Budapest Univ 2*,1,,0
ermk8454,RMNY,2116,,Brno Univ 2 – Budapest Nat 2 + cop,2,"Pozsony, Univ",1
ermk8455,RMNY,2117,,,0,,0
ermk8456,RMNY,2118,,Budapest Nat cop. – Martin MS 1,1,,0
ermk8457,RMNY,2119,,,0,,0
ermk8458,RMNY,2120,,Budapest Nat cop. – Martin MS 4*,1,,0
ermk8459,RMNY,2121,,,0,,0
ermk8460,RMNY,2122,,Budapest Acad cop. – Kremnica MS 1,1,,0
ermk8461,RMNY,2123,,,0,"Cieszyn (Těšín), K. ev. sboru.",1
,RMNY,2124,,"In 25 bibliothecis 34 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref – Sárospatak Ref – Sibiu Mus – Szeged Univ – Târgu Mureş, etc.",34,,0
ermk8465,RMNY,2125,,,0,,0
ermk8466,RMNY,2126,,,0,,0
ermk8467,RMNY,2127,,Budapest Acad 2* – Budapest Nat 1 – Cluj-Napoca Univ 1 – Sárospatak Ref 2* – Sibiu Mus 1 1,6,"Debrecen, Lugossy József",1
ermk8468,RMNY,2128,,,0,,0
ermk8469,RMNY,2129,,,0,,0
ermk8470,RMNY,2130,,Budapest Acad 1 1 – Budapest Nat 1 – Cluj-Napoca Univ 1 – Sárospatak Ref 2* – Târgu Mureş 1,6,"Debrecen, Lugossy József",1
ermk8471,RMNY,2131,,Budapest Nat 1,1,,0
ermk8472,RMNY,2132,,Budapest Acad 1 – Budapest Nat 3 + cop. (Debrecen) – Debrecen Ref 1 3 – Sárospatak Ref 2* – Târgu Mureş 3*,6,,0
ermk8473,RMNY,2133,,"In 18 bibliothecis 23 expl. – Budapest Acad, Nat, Univ – Cambridge Univ – Cluj-Napoca Univ – Debrecen Ref, Univ – Göttingen Univ – London BL – Szeged Univ – etc.",23,,0
ermk8474,RMNY,2134,,,0,,0
ermk8475,RMNY,2135,,,0,,0
ermk8476,RMNY,2136,,Budapest Acad 1 – Budapest Nat 1 (Csornai prépostság ktára) – Pannonhalma 4*,3,,0
ermk8477,RMNY,2137,,,0,"Brassó, ev. gimn.",1
ermk8478,RMNY,2138,,Budapest Arch 1 – Budapest Nat 1 – Cluj-Napoca Acad 1 – Cluj-Napoca Univ 1 – Sighişoara 1,5,,0
ermk8479,RMNY,2139,,Budapest Nat cop. – Mediaş 1,1,,0
ermk8480,RMNY,2140,,Budapest Nat cop. – Cluj-Napoca Univ 1,1,,0
ermk8481,RMNY,2141,,"In 13 bibliothecis 19 expl. – Berlin Univ Inst – Budapest Acad, Nat, Univ – Cluj-Napoca Acad – Debrecen Ref – Sárospatak Ref – Sibiu Mus – Székesfehérvár Mus – Târgu Mureş – etc.",19,,0
ermk8483,RMNY,2142,,,0,,0
ermk8484,RMNY,2143,,Budapest Acad cop. – Cluj-Napoca Univ 3* – Budapest Nat cop.,1,,0
ermk8485,RMNY,2144,,Budapest Nat cop. – Cluj-Napoca Univ 1,1,,0
ermk8486,RMNY,2145,,,0,,0
,RMNY,2146,,Budapest Nat 1 – Weimar 1,2,,0
ermk8490,RMNY,2147,,Bratislava Acad 1 – Budapest Acad 1 – Budapest Nat 1 1 – Liptovský Mikuláš O – Miskolc Scient 1 – Prešov Ev 1 2 – Szeged Univ 4,9,"Besztercebánya, ev. algymn.",1
ermk8491,RMNY,2148,,,0,,0
ermk8495,RMNY,2149,,Budapest Nat cop. – Sibiu Mus 4*,1,,0
ermk8501,RMNY,2150,,Budapest Nat 1 – Sibiu Arch O,2,,0
ermk8502,RMNY,2151,,,0,,0
ermk8503,RMNY,2152,,Praha Mus 1,1,,0
ermk8504,RMNY,2153,,,0,,0
ermk8506,RMNY,2154,,Budapest Nat 1 – Wien Nat 1,2,,0
ermk8507,RMNY,2155,,Budapest Arch 3 – Budapest Nat 1,2,,0
ermk8508,RMNY,2156,,Budapest Nat 1,1,,0
ermk8510,RMNY,2157,,Budapest Nat 4,1,,0
ermk8511,RMNY,2158,,"In 8 bibliothecis 13 expl. – Bratislava Paed – Budapest Acad, Nat – Cluj-Napoca Univ – Debrecen Ref – Pápa Ref – Sibiu Mus – Târgu Mureş",13,,0
ermk8512,RMNY,2159,,,0,,0
ermk8514,RMNY,2160,,"In 22 bibliothecis 45 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref – Sárospatak Ref – Sibiu Mus – Szeged Univ – Târgu Mureş – etc.",45,,0
ermk8515,RMNY,2161,,,0,,0
ermk8516,RMNY,2162,,,0,,0
,RMNY,2163,,Budapest Nat cop. – Sárospatak Ref 2* (Eperjes),1,,0
ermk8518,RMNY,2164,,Budapest Nat 1 (Csorna),1,,0
ermk8520,RMNY,2165,,,0,"Brassó, ev. gimn.",1
ermk8522,RMNY,2166,,Leeuwarden Civ 1,1,,0
ermk8523,RMNY,2167,,Budapest Nat cop. – Debrecen Ref 2,1,,0
ermk8524,RMNY,2168,,Budapest Nat 3* 4,2,,0
ermk8525,RMNY,2169,,Budapest Arch 1 – Budapest Univ 1 – Cluj-Napoca Acad 1 – Sighişoara 1,4,,0
ermk8527,RMNY,2170,,Budapest Nat 1 – Cluj-Napoca Acad 1 2 – Cluj-Napoca Univ 2 – Zalau 1,5,"Szatmárnémeti, Schlauch Lőrinc",1
ermk8528,RMNY,2171,,"In 21 bibliothecis 33 expl. – Bratislava Univ – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref, Univ – Szeged Univ – Târgu Mureş – Zagreb Univ – etc.",33,,0
ermk8529,RMNY,2172,,Budapest Nat 4,1,,0
ermk8530,RMNY,2173,,Aiud 4 4 – Budapest Nat 4 4 4 4 + cop. (Aiud) – Bucureşti Arch 4* – Cluj-Napoca Univ 4* – Târgu Mureş 4,9,,0
ermk8531,RMNY,2174,,,0,,0
ermk8532,RMNY,2175,,Budapest Acad 1,1,,0
ermk8534,RMNY,2176,,Budapest Nat 1,1,,0
ermk8535,RMNY,2177,,Budapest Nat cop. – Levoča Ev 1,1,,0
ermk8536,RMNY,2178,,,0,,0
ermk8537,RMNY,2179,,Budapest Acad 1 – Budapest Nat 1 1 1 – Budapest Univ 1 – Cluj-Napoca Acad 2 – Levoča Ev 1 – Sárospatak Ref 3*,8,,0
ermk8538,RMNY,2180,,Budapest Nat 3 – Budapest Univ 1,2,,0
ermk8539,RMNY,2181,,Budapest Nat 2* 3*,2,,0
ermk8540,RMNY,2182,,Budapest Nat cop. – Martin MS 4*,1,,0
ermk8541,RMNY,2183,,Budapest Borda Antikvárium 1 – Budapest Nat 2 – Budapest Univ 2* – Cluj-Napoca Univ 2* – Zirc 1,5,,0
ermk8543,RMNY,2184,,Budapest Acad cop. – Prešov Ev 1,1,,0
ermk8544,RMNY,2185,,Budapest Acad 1 – Budapest Nat 1,2,,0
ermk8545,RMNY,2186,,Budapest Acad 1,1,,0
ermk8546,RMNY,2187,,Budapest Nat 1,1,,0
ermk8549,RMNY,2188,,Budapest Univ 1,1,,0
ermk8551,RMNY,2189,,,0,,0
ermk8552,RMNY,2190,,Budapest Nat cop. – Martin MS 1,1,,0
ermk8553,RMNY,2191,,Budapest Acad 1 – Budapest Nat 1 + cop. (Martin) – Levoča Ev 1 – Martin MS 1 – Prešov Ev 1 – Sopron Ev 1,6,,0
ermk8555,RMNY,2192,,Budapest Arch 3 – Budapest Nat 3 + cop. (Martin) – Liptovský Mikuláš Ev 3 – Martin MS 1,4,,0
ermk8556,RMNY,2193,,,0,,0
ermk8558,RMNY,2194,,,0,,0
ermk8559,RMNY,2195,,,0,,0
ermk8560,RMNY,2196,,Budapest Acad 2*,1,,0
ermk8561,RMNY,2197,,"In 30 bibliothecis 43 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref, Univ – Oxford Bodleiana – Sárospatak Ref – Szeged Civ, Paed – Târgu Mureş – etc.",43,,0
ermk8562,RMNY,2198,,,0,,0
ermk8563,RMNY,2199,,Budapest Nat cop. – Csurgó 1,1,,0
ermk8564,RMNY,2200,,Budapest Nat cop. (Debrecen Ref) – Cluj-Napoca Univ 1 – Debrecen Univ 1 – Sárospatak Ref 3 – Sfântu Gheorghe Gymn 2 – Târgu Mureş 1,5,"Debrecen, ref. coll.",1
ermk8566,RMNY,2201,,"In 16 bibliothecis 26 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref – London BL – Sárospatak Ref – Szeged Civ – Târgu-Mureş – etc.",26,,0
ermk8567,RMNY,2202,,,0,"Esztergom, Dioec. – Levoča Ev",2
ermk8568,RMNY,2203,,,0,,0
ermk8569,RMNY,2204,,,0,,0
ermk8570,RMNY,2205,,,0,,0
ermk8571,RMNY,2206,,Braşov Ev 1 – Budapest Acad 1 – Budapest Univ 1 – Cluj-Napoca Univ 1 – Târgu Mureş 1,5,,0
ermk8572,RMNY,2207,,Budapest Nat 2*,1,,0
ermk8573,RMNY,2208,,"In 13 bibliothecis 23 expl. – Braşov Ev – Budapest Acad, Nat, Ref – Cluj-Napoca Acad, Univ – Debrecen Univ – Sibiu Mus – Sighişoara – Târgu Mureş – etc.",23,,0
ermk8574,RMNY,2209,,Budapest Arch 1 – Budapest Nat 1 1 1 – Budapest Univ 1 – Cluj-Napoca Acad 1 – Cluj-Napoca Univ 1 – Sighişoara 1,8,,0
,RMNY,2210,,"In 52 bibliothecis 88 expl. – Braşov Arch – Bucureşti Univ – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref Univ – Sibiu Metrop – Szeged Univ etc.",88,,0
ermk8576,RMNY,2211,,"Budapest Nat cop. (Praha, Zalau) – Praha Mus 2* – Zalau 2",2,,0
ermk8577,RMNY,2212,,Budapest Acad cop. (Târgu Mureş) – Budapest Nat cop. (Târgu Mureş) – Târgu Mureş 1 – Sfântu Gheorghe Gymn 1,2,,0
ermk8578,RMNY,2213,,,0,,0
ermk8579,RMNY,2214,,,0,,0
ermk8580,RMNY,2215,,,0,,0
ermk8582,RMNY,2216,,Budapest Nat 3 4 + cop. (Debrecen) – Debrecen Ref 2*,3,,0
ermk8583,RMNY,2217,,Budapest Nat 2 3 + cop. (Debrecen) – Debrecen Ref 2*,3,,0
ermk8584,RMNY,2218,,,0,,0
ermk8585,RMNY,2219,,Budapest Nat cop. – Budapest Univ 1 1,2,,0
ermk8586,RMNY,2220,,Budapest Acad 1 – Levoča Ev 1,2,,0
ermk8587,RMNY,2221,,Budapest Acad 1 – Budapest Nat 1 – Cluj-Napoca Acad 1 – Levoča Ev 1 1,5,Pozsony MS → Martin MS,1
ermk8588,RMNY,2222,,Budapest Nat 1 – Budapest Univ 1 – Martin MS 1 – Pannonhalma 2 – Regensburg Dioec 1 – Sibiu Mus 1,6,"Néhre, Szepesben b. Mednyánszky ktárában.",1
ermk8589,RMNY,2223,,Banská Bystrica Arch Radvaň O,1,,0
ermk8590,RMNY,2224,,Bratislava Univ 1 – Budapest Acad 2 – Budapest Nat 1 1 – Cluj-Napoca Acad 1 – Prešov Ev 1 – Szarvas Gymn 2,7,,0
ermk8591,RMNY,2225,,Budapest Acad 1 – Budapest Nat 3* – Dolný Kubín 1,3,,0
ermk8592,RMNY,2226,,"In 18 bibliothecis 30 expl. – Berlin Univ Inst – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref, Univ – Martin MS – Zagreb Univ – etc.",30,,0
ermk8593,RMNY,2227,,Bratislava Univ 2* – Budapest Acad cop. (Bratislava) – Valašské Meziříčí Mus 3*,2,,0
ermk8595,RMNY,2228,,Banská Bystrica Arch O – Budapest Acad 1 – Budapest Nat 1,3,,0
ermk8597,RMNY,2229,,Budapest Nat cop. – Berlin Univ Inst 1,1,,0
ermk8598,RMNY,2230,,Budapest Nat 1,1,,0
ermk8599,RMNY,2231,,Budapest Acad 1 – Budapest Nat 1 – Budapest Ref 1 – Martin MS 3 – Prešov Ev 2 – Sárospatak Ref 1 – Satu Mare Bibl Jud 1 – Tokaj Mus 2 – Târgu Mureş 1,9,"Rozsnyó, a gömöri ev. esp. könyvtárában – Debrecen, Lugossy József",2
ermk8600,RMNY,2232,,Banská Bystrica Arch O – Budapest Acad 1 2* – Budapest Nat 1,4,,0
ermk8601,RMNY,2233,,Budapest Nat cop. – Berlin Univ Inst 1,1,,0
ermk8602,RMNY,2234,,Budapest Nat cop. – Budapest Arch 1,1,,0
ermk8604,RMNY,2235,,,0,,0
ermk8605,RMNY,2236,,Rajhrad OSB 1 (← Brno Univ) – Wien Univ 1,2,,0
ermk8607,RMNY,2237,,,0,,0
ermk8608,RMNY,2238,,"In 11 bibliothecis 13 expl. – Brno Univ – Budapest Acad, Nat, Univ – Cluj-Napoca Acad – London BL – Martin MS – Praha Nat – Szeged Civ – Zagreb Univ – etc.",13,,0
ermk8609,RMNY,2239,,,0,,0
ermk8610,RMNY,2240,,,0,,0
ermk8611,RMNY,2241,,Budapest Nat cop. (Halle) – Halle Univ 1 – Sibiu Arch 1 – Sibiu Mus 1 1,4,"Brassó, ev. gimn.",1
ermk8612,RMNY,2242,,Bratislava Acad 1 – Budapest Nat 1 – Cluj-Napoca Univ 1 – Sibiu Arch 1 – Sibiu Mus 1 1,6,,0
ermk8613,RMNY,2243,,Budapest Nat 1,1,,0
ermk8614,RMNY,2244,,Budapest Nat 1 – Liptovský Mikuláš Ev 3*,2,,0
ermk8615,RMNY,2245,,Budapest Nat 1,1,,0
ermk8616,RMNY,2246,,Budapest Nat 1,1,,0
ermk8619,RMNY,2247,,"In 14 bibliothecis 23 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad – Debrecen Ref, Univ – Sárospatak Ref – Szeged Civ, Univ – Târgu Mureş – etc.",23,,0
ermk8620,RMNY,2248,,"In 15 bibliothecis 27 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad – Debrecen Ref, Univ – Sárospatak Ref – Szeged Civ, Univ – Târgu Mureş – etc.",27,,0
ermk8621,RMNY,2249,,"In 15 bibliothecis 29 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad, Univ – Debrecen Ref, Univ – Sárospatak Ref – Szeged Civ, Univ – Târgu Mureş – etc.",29,,0
ermk8622,RMNY,2250,,"In 14 bibliothecis 23 expl. – Budapest Acad, Nat, Univ – Cluj-Napoca Acad – Debrecen Ref, Univ – Sárospatak Ref – Szeged Civ, Univ – Târgu Mureş – etc.",23,,0
ermk8625,RMNY,2251,,Budapest Acad cop. – Târgu Mureş 1,1,,0
ermk8626,RMNY,2252,,Budapest Nat 4* 4 + cop. – Cluj-Napoca Univ 4*,3,,0
ermk8628,RMNY,2253,,Budapest Nat 2,1,,0
,RMNY,2254,,Budapest Univ 2,1,,0
ermk8633,RMNY,2255,,,0,,0
ermk8634,RMNY,2256,,,0,"Sárospatak, ref. coll.",1
ermk8635,RMNY,2257,,Budapest Nat 1 (Csorna) 2,2,,0
ermk8636,RMNY,2258,,Budapest Nat 3*,1,,0
ermk8638,RMNY,2259,,Budapest Arch 1 – Budapest Nat 1 1 – Budapest Univ 1 – Cluj-Napoca Acad 1 – Cluj-Napoca Univ 1,6,,0
ermk8639,RMNY,2260,,Aiud 3 – Budapest Nat 2 – Cluj-Napoca Acad 1 – Cluj-Napoca Univ 1 – Leipzig Univ 1 – Nižnij Novgorod 2* (Sárospatak) – Sibiu Mus 1 – Târgu Mureş 1 1 (Székelykeresztúr unit. gimn.),9,"Kolozsvár, unit. coll.",1
ermk8642,RMNY,2261,,,0,,0
ermk8643,RMNY,2262,,Budapest Acad 1 – Budapest Nat 1,2,"Debrecen, Lugossy József",1
ermk8644,RMNY,2263,,Budapest Nat cop. – Martin MS 1,1,,0
ermk8645,RMNY,2264,,Budapest Nat cop. – Budapest Piar 1,1,,0
ermk8647,RMNY,2265,,Budapest Nat 1 1 (Ballagi Mór) – Budapest Univ 1 – Martin MS 1 – Pápa Ref 2*,5,"Budapest, Ráth György",1
ermk8648,RMNY,2266,,Alba Iulia 1 – Bratislava Univ 1 – Budapest Nat 1 – Martin MS 1 – Pápa Ref 1 – Pécs Univ 2* – Sibiu Mus O,7,Esztergom – Nyitrai e. m.,2
ermk8649,RMNY,2267,,Budapest Acad 1 – Budapest Nat 1 – Prešov Ev 1,3,,0
ermk8650,RMNY,2268,,Budapest Nat cop. – Martin MS 1,1,,0
ermk8651,RMNY,2269,,Budapest Nat cop. – Cluj-Napoca Univ 1,1,,0
ermk8652,RMNY,2270,,Budapest Acad cop. – Cluj-Napoca Univ 3*,1,,0
ermk8655,RMNY,2271,,Budapest Acad 1 – Budapest Univ 1 – Budapest Nat cop. (Cluj-Napoca) – Cluj-Napoca Univ 2 – Prešov Ev 1 – Sárospatak Ref 1,5,,0
ermk8656,RMNY,2272,,Budapest Nat cop. – Budapest Piar 1,1,,0
ermk8657,RMNY,2273,,Budapest Nat 1,1,,0
ermk8659,RMNY,2274,,Budapest Nat cop. – Budapest Piar 1,1,,0
ermk8660,RMNY,2275,,Budapest Nat cop. – Budapest Piar 1,1,,0
ermk8661,RMNY,2276,,Budapest Nat 1 – Budapest Univ 1 – Leipzig DB 1 – Levoča Ev 1 – Legnica Templ O – Wolfenbüttel 1,6,,0
ermk8662,RMNY,2277,,Budapest Acad 2*,1,,0
ermk8663,RMNY,2278,,Budapest Nat 1,1,,0
ermk8664,RMNY,2279,,Budapest Acad 2* – Budapest Nat 1 1 – Budapest Univ 1 – Eger Dioec 1 – Halle Univ 1 – Linz Studienbibl 1 – Praha Strahov 1 – Prešov Ev 1,9,Zirc,1
ermk8665,RMNY,2280,,Budapest Nat 1,1,,0
ermk8666,RMNY,2281,,Budapest Nat cop. – Kalocsa Dioec 1,1,,0
ermk8669,RMNY,2282,,Budapest Nat 2 + cop. – Milano Ambrosiana 1,2,,0
ermk8670,RMNY,2283,,,0,,0
ermk8672,RMNY,2284,,,0,,0
ermk8673,RMNY,2285,,"Braşov Arch 1 – Bratislava Acad 1 – Budapest Acad cop. (Bratislava) – Halle Univ 1 – Sibiu Arch 1 (Aţel, Hetzendorf) – Sibiu Civ 1 – Sibiu Ev Arch 4* – Sibiu Mus 1 1 1",9,,0
ermk8675,RMNY,2286,,Budapest Nat 1 – Martin MS 2*,2,,0
ermk8676,RMNY,2287,,Budapest Nat 2* – Martin MS 1,2,,0
ermk8677,RMNY,2288,,Budapest Nat 1,1,,0
ermk8678,RMNY,2289,,Budapest Nat 2*,1,,0
ermk8679,RMNY,2290,,Banská Bystrica Arch O – Buchlov O – Budapest Acad 1 – Budapest Nat 1 1 – Budapest Univ 1 – Prešov Ev 1,7,,0
ermk8680,RMNY,2291,,Budapest Acad 1 – Budapest Nat 1 – Budapest Ref 1 – Košice Dioec O – Kremnica MS 1 – Levoča Ev 1 – Pécs Univ 1,7,,0
ermk8681,RMNY,2292,,Budapest Nat 1,1,,0
ermk8682,RMNY,2293,,Budapest Acad 1 („D” variáns) – Budapest Civ 1 („A” variáns) – Budapest Nat 1 1 („A” variáns) 1 („B” variáns) + cop. partim (London) – London BL 1 („E” variáns) – Martin MS 2 („A” variáns) 1 („C” variáns) – Praha Strahov 1 – Trnava Soc 1 („A” variáns),10,,0
ermk8684,RMNY,2294,,Budapest Univ 1,1,,0
ermk8685,RMNY,2295,,Budapest Nat cop. – Martin MS 1,1,,0
ermk8686,RMNY,2296,,Budapest Ev 2* – Budapest Nat 1 + cop. (Martin) – Martin MS 1,3,,0
ermk8687,RMNY,2297,,Budapest Nat 1 2 – Budapest Univ 2* – Cluj-Napoca Acad 1 2 – Cluj-Napoca Univ 1 – Debrecen Ref 1 – Târgu Mureş 1 (Székelykeresztúr) 2*,9,,0
