RMNYStat-CopyID,RMNYStat-Copy-Jel,RMNYStat-Copy-Sorszám,RMNYStat-PéldányLeírás-Típus,RMNYStat-Példány-Típus,RMNYStat-ID,RMNYStat-C-Lelőhely,RMNYStat-C-Gyűjtemény,RMNYStat-C-Teljesség,RMNYStat-C-Címlap,RMNYStat-C-Variáns,RMNYStat-C-Prov,RMNY-C-Megjegyzés,RMNYStat-C-Megjegyzés,RMNY-C-Megjegyzés2,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,csoportos,eredeti,RMNY1146,In 25 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad; Debrecen Ref; Martin MS; Sárospatak Ref; etc.",,44 expl.,
,,,,,RMNY1147,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY1148,Sibiu,Mus,1,,,,,,,
,,,egyedi,eredeti,RMNY1149,Budapest,Nat,2,,,,,,,
,,,,,RMNY1150,,,n.p.,,,,,,,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1151,In 21 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Ref, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Martin MS; Sárospatak Ref; Tîrgu Mureş; etc.",,29 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,csoportos,eredeti,RMNY1152,In 12 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca Acad; Debrecen Ref",,16 expl.,
,,,egyedi,eredeti,RMNY1153,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY1153,Budapest,Gergely,1,,,,,,,
,,,egyedi,phot.,RMNY1153,Budapest,Nat,phot.,,,(Budapest Acad),,,,
,,,egyedi,eredeti,RMNY1154,Budapest,Acad,4,,,,,,,
,,,egyedi,eredeti,RMNY1154,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY1154,Budapest,Nat,4,,,,,,,
,,,egyedi,eredeti,RMNY1154,Budapest,Nat,4,,,(Lugossy),,,,
,,,egyedi,eredeti,RMNY1154,Pannonhalma,,4,,,,,,,
,,,egyedi,eredeti,RMNY1155,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY1155,Budapest,Ref,2,,,,,,,
,,,egyedi,eredeti,RMNY1155,Prešov,Scient,1,,,,,,,
,,,egyedi,eredeti,RMNY1156,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY1156,Budapest,Univ,1,,,,,,,
,,,egyedi,phot.,RMNY1157,Budapest,Acad,phot.,,,,,,,
,,,egyedi,eredeti,RMNY1157,Levoča,Arch,1,,,,,,,
,,,egyedi,eredeti,RMNY1158,Budapest,Acad,1,,,,,,,
,,,egyedi,phot.,RMNY1158,Budapest,Nat,phot.,,,,,,,
,,,egyedi,phot.,RMNY1159,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY1159,Wolfenbüttel,,4,,,,,,,
,,,egyedi,eredeti,RMNY1159,Wolfenbüttel,,4,,,,,,,
,,,egyedi,eredeti,RMNY1159,Wolfenbüttel,,4,,,,,,,
,,,egyedi,eredeti,RMNY1159,Wolfenbüttel,,4,,,,,,,
,,,egyedi,eredeti,RMNY1159,Wolfenbüttel,,4,,,,,,,
,,,egyedi,phot.,RMNY1160,Budapest,Nat,phot.,,,,,,,
,,,egyedi,eredeti,RMNY1160,Esztergom,Dioec,2,*,,,,,,
,,,egyedi,eredeti,RMNY1161,Budapest,Acad,4,*,,,,,,
,,,egyedi,eredeti,RMNY1161,Budapest,Acad Lingu,4,,,,,,,
,,,egyedi,eredeti,RMNY1161,Budapest,Nat,4,*,,,,,,
,,,egyedi,eredeti,RMNY1161,Budapest,Nat,4,,,,,,,
,,,egyedi,eredeti,RMNY1161,Budapest,Univ,4,,,,,,,
,,,egyedi,eredeti,RMNY1161,Budapest,Univ,4,,,,,,,
,,,egyedi,eredeti,RMNY1161,Pannonhalma,,4,*,,,,,,
,,,egyedi,eredeti,RMNY1161,Pannonhalma,,4,*,,,,,,
,,,egyedi,eredeti,RMNY1161,Pannonhalma,,4,*,,,,,,
,,,egyedi,eredeti,RMNY1161,Pannonhalma,,4,*,,,,,,
,,,egyedi,eredeti,RMNY1161,Pannonhalma,,4,*,,,,,,
,,,,,RMNY1162,,,n.p.,,,,,,,
,,,,,RMNY1163,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY1164,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY1164,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY1164,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY1164,Kalocsa,Dioec,2,,,,,,,
,,,egyedi,eredeti,RMNY1164,Kežmarok,Ev,1,,,,,,,
,,,egyedi,eredeti,RMNY1164,Kežmarok,Ev,2,,,,,,,
,,,egyedi,eredeti,RMNY1164,Levoča,Ev,0,,,,,,,
,,,egyedi,eredeti,RMNY1164,Sibiu,Mus,0,,,,,,,
,,,egyedi,eredeti,RMNY1164,Sibiu,Mus,0,,,,,,,
,,,egyedi,eredeti,RMNY1165,Budapest,Nat,2,*,,,,,,
,,,egyedi,eredeti,RMNY1166,Alba Iulia,,0,,,,,,,
,,,egyedi,eredeti,RMNY1166,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY1166,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY1166,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY1166,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY1166,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY1166,Cluj-Napoca,Acad III,1,,,,,,,
,,,egyedi,eredeti,RMNY1166,Debrecen,Ref,2,,,,,,,
,,,egyedi,eredeti,RMNY1166,Esztergom,Dioec,2,*,,,,,,
,,,egyedi,eredeti,RMNY1166,Tîrgu Mureş,,1,,,,,,,
,,,,,RMNY1168,,,n.p.,,,,,,,
,,,,,RMNY1169,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY1170,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY1170,Budapest,Nat,3,*,,,,,,
,,,egyedi,eredeti,RMNY1171,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY1171,Budapest,Nat,2,,,,,,,
,,,egyedi,eredeti,RMNY1171,Cluj-Napoca,Acad II,2,,,,,,,
,,,egyedi,eredeti,RMNY1171,Cluj-Napoca,Theol Ref,0,,,,,,,
,,,egyedi,eredeti,RMNY1171,Cluj-Napoca,Univ,0,,,,,,,
,,,egyedi,eredeti,RMNY1171,Debrecen,Ref,2,,,,,,,
,,,egyedi,eredeti,RMNY1171,Sárospatak,Ref,1,,,,,,,
,,,egyedi,eredeti,RMNY1171,Sárospatak,Ref,1,,,,,,,
,,,egyedi,eredeti,RMNY1171,Sárospatak,Ref,2,,,,,,,
,,,egyedi,eredeti,RMNY1172,Budapest,Nat,4,,,,,,,
,,,egyedi,eredeti,RMNY1173,Budapest,Nat,4,*,,,,,,
,,,egyedi,eredeti,RMNY1173,Cluj-Napoca,Univ,4,,,,,,,
,,,egyedi,eredeti,RMNY1173,Pápa,,4,,,,,,,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,csoportos,eredeti,RMNY1174,In 19 bibliothecis,,n.a.,,,,"Budapest: Acad, Nat, Univ; Cluj-Napoca: Acad, Univ; Debrecen Ref; Sárospatak Ref; Tîrgu Mureş; etc.",,30 expl.,
,,,egyedi,eredeti,RMNY1175,Budapest,Nat,1,,,,,,,
,,,,,RMNY1176,,,n.p.,,,,,,,
,,,egyedi,eredeti,RMNY1177,Budapest,Acad,1,,,,,,,
,,,egyedi,eredeti,RMNY1177,Budapest,Acad,3,,,,,,,
,,,egyedi,eredeti,RMNY1177,Budapest,Nat,1,,,,,,,
,,,egyedi,eredeti,RMNY1177,Cluj-Napoca,Univ,0,,,,,,,
,,,egyedi,eredeti,RMNY1177,Debrecen,Ref,1,,,,,,,
