RMNY,Hely,Év,Proveniencia,Őrzőhely,Időpont,Forrás,Kötet,Szám,,,,,,,,,,,,
2527,Lyon,1654,"Bisterfeld, Johann",Gyulafehérvár,1655,KKK,6,18,,,,,,,,,,,,
2534,Lőcse,1654,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2550,Sárospatak,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,326,,,,,,,,,,,,
2557,Trencsén,1654,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2558,Utrecht,1654,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
2558,Utrecht,1654,Bethlen-kollégium,Nagyenyed,1762,KKK,10,302,,,,,,,,,,,,
2558,Utrecht,1654,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
2559,Utrecht,1654,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
2562,Nagyvárad,1654,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2582,Lőcse,1655,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,210,,,,,,,,,,,,
2604,Sárospatak,1655,Ráday-család,Pécel,1730,KKK,7,174,,,,,,,,,,,,
2609,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,242,,,,,,,,,,,,
2609,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,267,,,,,,,,,,,,
2610,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
2613,Trencsén,1655,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
2617,Utrecht,1653,Ráday-család,Pécel,1730,KKK,7,187,,,,,,,,,,,,
2617,Utrecht,1655,Bethlen-kollégium,Nagyenyed,1762,KKK,10,286,,,,,,,,,,,,
2618,Utrecht,1655,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2622,Nagyvárad,1655,Bethlen-kollégium,Nagyenyed,1762,KKK,10,323,,,,,,,,,,,,
2622,Nagyvárad,1655,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
2622,Nagyvárad,1655,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
2653,Lőcse,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
2660,Nagyszombat,1656,Jezsuita rendház,Kassa,1680,Adattár,17/1,69,,,,,,,,,,,,
2667,Trencsén,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
2668,Trencsén,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
2669,Trencsén,1656,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
2677,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2678,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2679,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2680,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2681,Nagyvárad,1656,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2684,Nagyvárad,1656,Református Kollégium,Debrecen,1738,Adattár,19/2,44,,,,,,,,,,,,
2707,Debrecen,1657,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
2710,Gyulafehérvár,1657,Ráday-család,Pécel,1730,KKK,7,186,,,,,,,,,,,,
2710,Sárospatak,1657,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
2720,Lőcse,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2729,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
2730,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
2731,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
2739,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2739,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
2740,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
2742,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2743,Trencsén,1657,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,243,,,,,,,,,,,,
2744,Utrecht,1657,Bethlen-kollégium,Nagyenyed,1762,KKK,10,249,,,,,,,,,,,,
2746,Nagyvárad,1657,Ráday-család,Pécel,1730,KKK,7,179,,,,,,,,,,,,
2746,Nagyvárad,1657,Bethlen-kollégium,Nagyenyed,1762,KKK,10,376,,,,,,,,,,,,
2746,Nagyvárad,1657,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
2746,Nagyvárad,1657,Váji Ferenc,Marosvásárhely,1709,Adattár,16/2,112,,,,,,,,,,,,
2749,Nagyvárad,1657,Bethlen-kollégium,Nagyenyed,1762,KKK,10,191,,,,,,,,,,,,
2749,Nagyvárad,1657,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
2764,Gyulafehérvár,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,277,,,,,,,,,,,,
2767,Kassa,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,240,,,,,,,,,,,,
2773,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2775,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2777,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2778,Lőcse,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2789,Nagyszombat,1658,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,287,,,,,,,,,,,,
2793,Sárospatak,1658,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
2794,Sárospatak,1657,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
2795,Sárospatak,1658,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
2795,Sárospatak,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,325,,,,,,,,,,,,
2796,Sárospatak,1658,Nádasdy Ferenc,Pottendorf,1669,KKK,8,559,,,,,,,,,,,,
2800,Sárospatak,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,207,,,,,,,,,,,,
2807,Trencsén,1658,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,244,,,,,,,,,,,,
2809,Utrecht,1658,Bethlen-kollégium,Nagyenyed,1762,KKK,10,290,,,,,,,,,,,,
2827,Kassa,1659,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,193,,,,,,,,,,,,
2829,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,161,,,,,,,,,,,,
2829,Kassa,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,268,,,,,,,,,,,,
2830,Kassa,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,229,,,,,,,,,,,,
2831,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,167,,,,,,,,,,,,
2831,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,188,,,,,,,,,,,,
2831,Kassa,1659,Ráday-család,Pécel,1730,KKK,7,200,,,,,,,,,,,,
2831,Kassa,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,194,,,,,,,,,,,,
2844,Lőcse,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
2855,Lőcse,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,245,,,,,,,,,,,,
2855,Nagyszombat,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
2858,Nagyszombat,1659,Jezsuita rendház,Kassa,1680,Adattár,17/1,36,,,,,,,,,,,,
2860,Nagyszombat,1659,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
2867,Sárospatak,1659,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
2868,Debrecen,1677,Ráday-család,Pécel,1730,KKK,7,168,,,,,,,,,,,,
2868,Sárospatak,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,240,,,,,,,,,,,,
2868,Sárospatak,1659,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
2868,Sárospatak,1659,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
2868,Sárospatak,1659,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
2869,Sárospatak,1659,Nádasdy Ferenc,Pottendorf,1669,KKK,8,560,,,,,,,,,,,,
2869,Sárospatak,1659,Bethlen-kollégium,Nagyenyed,1762,KKK,10,153,,,,,,,,,,,,
2888,Nagyvárad,1659,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
2888,Nagyvárad,1659,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
2892,Wien,1660,Nádasdy Ferenc,Pottendorf,1669,KKK,8,343,,,,,,,,,,,,
2893,Wien,1660,Radvánszky László,Sajókaza,1750,Adattár,13/5,180,,,,,,,,,,,,
2905,Lőcse,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,245,,,,,,,,,,,,
2908,Lőcse,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
2913,Lőcse,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
2928,Lőcse,1660,Batthyány Lajos,Wien,1743,KKK,12,826,,,,,,,,,,,,
2928,Lőcse,1660,Batthyány Lajos Ernő,Wien,1743,KKK,12,167,,,,,,,,,,,,
2928,Lőcse,1660,Batthyány Lajos Ernő,Wien,1743,Adattár,13/7,154,,,,,,,,,,,,
2949,Trencsén,1660,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,277,,,,,,,,,,,,
2959,Sine loco,1660,Bethlen-kollégium,Nagyenyed,1762,KKK,10,350,,,,,,,,,,,,
2962,Wien,1661,Nádasdy Ferenc,Pottendorf,1669,KKK,8,408,,,,,,,,,,,,
2973,Kassa,1661,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,255,,,,,,,,,,,,
2974,Kassa,1661,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
2982,Kolozsvár,1661,Bethlen-kollégium,Nagyenyed,1762,KKK,10,5,,,,,,,,,,,,
2982,Kolozsvár,1661,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,98,,,,,,,,,,,,
2983,Kolozsvár,1661,Bethlen-kollégium,Nagyenyed,1762,KKK,10,295,,,,,,,,,,,,
2983,Lőcse,1661,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
2986,Lőcse,1661,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
2992,Nagyszombat,1661,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,229,,,,,,,,,,,,
3002,Sárospatak,1661,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3025,Debrecen,1662,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3026,Debrecen,1662,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3037,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
3040,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
3041,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,277,,,,,,,,,,,,
3044,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
3045,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
3045,Lőcse,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,276,,,,,,,,,,,,
3047,Lőcse,1662,Radvánszky László,Sajókaza,1750,Adattár,13/5,179,,,,,,,,,,,,
3055,Nagyszombat,1662,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,281,,,,,,,,,,,,
3057,Nagyszombat,1662,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,274,,,,,,,,,,,,
3069,Trencsén,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3070,Trencsén,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
3070,Trencsén,1662,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
3080,Kassa,1663,Ráday-család,Pécel,1730,KKK,7,194,,,,,,,,,,,,
3080,Kassa,1663,Bethlen-kollégium,Nagyenyed,1762,KKK,10,250,,,,,,,,,,,,
3092,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
3093,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
3100,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,245,,,,,,,,,,,,
3100,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,255,,,,,,,,,,,,
3106,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3107,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,256,,,,,,,,,,,,
3108,Lőcse,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3114,Nagyszombat,1663,Jezsuita rendház,Zsolna,1712,Adattár,19/1,399,,,,,,,,,,,,
3115,Nagyszombat,1663,Jezsuita rendház,Znióváralja,1704,Adattár,11,548,,,,,,,,,,,,
3115,Nagyszombat,1663,Jezsuita rendház,Kassa,1680,Adattár,17/1,59,,,,,,,,,,,,
3115,Nagyszombat,1663,Jezsuita rendház,Zsolna,1712,Adattár,19/1,401,,,,,,,,,,,,
3133,Trencsén,1663,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,300,,,,,,,,,,,,
3141,Debrecen,1663,Bethlen-kollégium,Nagyenyed,1762,KKK,10,199,,,,,,,,,,,,
3143,Debrecen,1664,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,132,,,,,,,,,,,,
3144,Debrecen,1664,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3146,Debrecen,1664,Református Kollégium,Debrecen,1738,Adattár,19/2,139,,,,,,,,,,,,
3149,Kassa,1664,Esterházy József,Cseklész,1749,Adattár,13/5,118,,,,,,,,,,,,
3156,Kassa,1664,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
3162,Lőcse,1664,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3173,Wien,1664,Gabriel Valovicz,Tarnó,1730,Adattár,13/7,304,,,,,,,,,,,,
3194,Debrecen,1665,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3195,Debrecen,1665,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3200,Kassa,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
3207,Kassa,1665,Jezsuita rendház,Kassa,1680,Adattár,17/1,78,,,,,,,,,,,,
3209,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,269,,,,,,,,,,,,
3212,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3220,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,269,,,,,,,,,,,,
3221,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,269,,,,,,,,,,,,
3222,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,257,,,,,,,,,,,,
3222,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,269,,,,,,,,,,,,
3224,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,258,,,,,,,,,,,,
3227,Lőcse,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3233,Trencsén,1663,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,253,,,,,,,,,,,,
3236,Sárospatak,1665,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
3245,Nagyszeben,1665,Ráday-család,Pécel,1730,KKK,7,184,,,,,,,,,,,,
3245,Nagyszombat,1665,Bethlen-kollégium,Nagyenyed,1762,KKK,10,407,,,,,,,,,,,,
3245,Nagyszeben,1665,Váradi György,Losonc,1682,Adattár,13/2,115,,,,,,,,,,,,
3252,Nagyszeben,1665,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3252,Nagyszeben,1665,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
3252,Nagyszeben,1665,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
3254,Nagyszeben,1665,Ráday-család,Pécel,1730,KKK,7,179,,,,,,,,,,,,
3254,Nagyszeben,1665,Ráday-család,Pécel,1730,KKK,7,189,,,,,,,,,,,,
3260,Zsolna,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,277,,,,,,,,,,,,
3261,Zsolna,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3261,Zsolna,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,253,,,,,,,,,,,,
3262,Zsolna,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,253,,,,,,,,,,,,
3263,Zsolna,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,246,,,,,,,,,,,,
3263,Zsolna,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,268,,,,,,,,,,,,
3265,Zsolna,1665,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,254,,,,,,,,,,,,
3272,Debrecen,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,244,,,,,,,,,,,,
3275,Debrecen,1666,Református Kollégium,Debrecen,1738,Adattár,19/2,140,,,,,,,,,,,,
3276,Debrecen,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,200,,,,,,,,,,,,
3279,Kassa,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,195,,,,,,,,,,,,
3283,Kassa,1666,Nádasdy Ferenc,Pottendorf,1669,KKK,8,561,,,,,,,,,,,,
3287,Kassa,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,414,,,,,,,,,,,,
3288,Kassa,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,281,,,,,,,,,,,,
3288,Kassa,1666,Esterházy József,Cseklész,1749,Adattár,13/5,117,,,,,,,,,,,,
3293,Lőcse,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
3293,Lőcse,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,278,,,,,,,,,,,,
3295,Lőcse,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
3296,Lőcse,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,278,,,,,,,,,,,,
3300,Lőcse,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,269,,,,,,,,,,,,
3301,Lőcse,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,258,,,,,,,,,,,,
3302,Lőcse,1666,Nádasdy Ferenc,Pottendorf,1669,KKK,8,673,,,,,,,,,,,,
3307,Sárospatak,1666,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3308,Sárospatak,1666,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3309,Sárospatak,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,234,,,,,,,,,,,,
3316,Nagyszeben,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,201,,,,,,,,,,,,
3318,Nagyszeben,1666,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,104,,,,,,,,,,,,
3322,Nagyszeben,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,67,,,,,,,,,,,,
3322,Nagyszeben,1666,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3322,Nagyszeben,1666,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,101,,,,,,,,,,,,
3322,Nagyszeben,1666,Szepesi György,Marosvásárhely,1707,Adattár,16/2,97,,,,,,,,,,,,
3323,Nagyszeben,1666,Bethlen-kollégium,Nagyenyed,1762,KKK,10,186,,,,,,,,,,,,
3324,Nagyszeben,1666,Ráday-család,Pécel,1730,KKK,7,181,,,,,,,,,,,,
3328,Zsolna,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
3333,Zsolna,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
3333,Zsolna,1666,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,277,,,,,,,,,,,,
3339,Kassa,1667,Bethlen-kollégium,Nagyenyed,1762,KKK,10,255,,,,,,,,,,,,
3339,Kassa,1667,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
3347,Kassa,1667,Nádasdy Ferenc,Pottendorf,1669,KKK,8,561,,,,,,,,,,,,
3347,Kassa,1667,Bethlen-kollégium,Nagyenyed,1762,KKK,10,253,,,,,,,,,,,,
3361,Lőcse,1667,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,279,,,,,,,,,,,,
3364,Lőcse,1667,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,278,,,,,,,,,,,,
3367,Lőcse,1667,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,258,,,,,,,,,,,,
3378,Nagyszombat,1667,Jezsuita rendház,Znióváralja,1704,Adattár,11,547,,,,,,,,,,,,
3378,Nagyszombat,1667,Jezsuita rendház,Kassa,1680,Adattár,17/1,63,,,,,,,,,,,,
3378,Nagyszombat,1667,Jezsuita rendház,Znióváralja,1704,Adattár,17/1,240,,,,,,,,,,,,
3378,Nagyszombat,1667,Jezsuita rendház,Zsolna,1712,Adattár,19/1,389,,,,,,,,,,,,
3385,Sárospatak,1667,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3407,Bártfa,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
3411,Bártfa,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,253,,,,,,,,,,,,
3418,Debrecen,1668,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3418,Debrecen,1668,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,103,,,,,,,,,,,,
3419,Debrecen,1668,Bethlen-kollégium,Nagyenyed,1762,KKK,10,279,,,,,,,,,,,,
3422,Kassa,1668,Bethlen-kollégium,Nagyenyed,1762,KKK,10,198,,,,,,,,,,,,
3429,Kassa,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,253,,,,,,,,,,,,
3433,Kassa,1668,Teleki Sándor,Marosvásárhely,1750,Adattár,16/7,35,,,,,,,,,,,,
3434,Kassa,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3434,Kassa,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,279,,,,,,,,,,,,
3443,Lőcse,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,269,,,,,,,,,,,,
3451,Lőcse,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,270,,,,,,,,,,,,
3458,Lőcse,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,278,,,,,,,,,,,,
3471,Lőcse,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,248,,,,,,,,,,,,
3471,Lőcse,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,270,,,,,,,,,,,,
3474,Nagyszombat,1668,Jezsuita rendház,Kassa,1680,Adattár,17/1,35,,,,,,,,,,,,
3478,Sárospatak,1668,Ráday-család,Pécel,1730,KKK,7,196,,,,,,,,,,,,
3478,Sárospatak,1668,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
3480,Sárospatak,1668,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3481,Sárospatak,1668,Ráday-család,Pécel,1730,KKK,7,162,,,,,,,,,,,,
3481,Sárospatak,1668,Bethlen-kollégium,Nagyenyed,1762,KKK,10,122,,,,,,,,,,,,
3481,Sárospatak,1668,Esterházy József,Cseklész,1749,Adattár,13/5,117,,,,,,,,,,,,
3485,Pottendorf,1668,Nádasdy Ferenc,Pottendorf,1669,KKK,8,346,,,,,,,,,,,,
3495,Nagyszeben,1668,Bethlen-kollégium,Nagyenyed,1762,KKK,10,210,,,,,,,,,,,,
3495,Nagyszeben,1668,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
3495,Nagyszeben,1668,Krizbai György,Kolozsvár,1713,Adattár,16/2,68,,,,,,,,,,,,
3498,Zsolna,1668,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,247,,,,,,,,,,,,
3510,Debrecen,1669,Komáromi Csipkés György,Debrecen,1677,Adattár,13/4,133,,,,,,,,,,,,
3510,Debrecen,1669,Református Kollégium,Marosvásárhely,1707,Adattár,16/2,105,,,,,,,,,,,,
3512,Kassa,1669,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,235,,,,,,,,,,,,
3513,Kassa,1669,Váradi György,Losonc,1682,Adattár,13/2,114,,,,,,,,,,,,
3515,Kassa,1669,Jezsuita rendház,Kassa,1680,Adattár,17/1,86,,,,,,,,,,,,
3515,Kassa,1669,Jezsuita Egyetem,Nagyszombat,1690,Adattár,17/2,256,,,,,,,,,,,,
3526,Kassa,1669,Jezsuita rendház,Kassa,1680,Adattár,17/1,71,,,,,,,,,,,,
3533,Kassa,1669,"Czemanka, Ondrej",Tarnó,1730,Adattár,13/7,279,,,,,,,,,,,,
3542,Nagyszeben,1669,Bethlen-kollégium,Nagyenyed,1762,KKK,10,121,,,,,,,,,,,,
3542,Kolozsvár,1669,Bethlen Elek,Keresd,1683,Adattár,16/3,18,,,,,,,,,,,,
